year,class,rank,bib,team,time,time_seconds,source_url
2024,menn bedrift,29,,Handelsbanken 8 (),1:04:04,3844.0,https://www.sportsidioten.no/resultater/menn-bedrift-holmenkollstafetten-2024/
2024,menn bedrift,30,,Fredensborg (),1:04:11,3851.0,https://www.sportsidioten.no/resultater/menn-bedrift-holmenkollstafetten-2024/
2024,menn bedrift,31,,Valkyrien Oldstars (),1:05:04,3904.0,https://www.sportsidioten.no/resultater/menn-bedrift-holmenkollstafetten-2024/
2024,menn bedrift,32,,Silicon Labs Energy Friendly Runners (),1:06:18,3978.0,https://www.sportsidioten.no/resultater/menn-bedrift-holmenkollstafetten-2024/
2024,menn bedrift,33,,Oslobygg KF – Lag 1 (),1:06:30,3990.0,https://www.sportsidioten.no/resultater/menn-bedrift-holmenkollstafetten-2024/
2024,menn bedrift,34,,Aibel Asker BIL 3 (),1:06:38,3998.0,https://www.sportsidioten.no/resultater/menn-bedrift-holmenkollstafetten-2024/
2024,menn bedrift,35,,NGI herrer (),1:07:28,4048.0,https://www.sportsidioten.no/resultater/menn-bedrift-holmenkollstafetten-2024/
2024,menn bedrift,36,,Texas Instruments BIL (),1:08:44,4124.0,https://www.sportsidioten.no/resultater/menn-bedrift-holmenkollstafetten-2024/
2024,menn bedrift,37,,Arctic 2 (),1:09:51,4191.0,https://www.sportsidioten.no/resultater/menn-bedrift-holmenkollstafetten-2024/
2024,menn bedrift,38,,Intility M2 (),1:09:51,4191.0,https://www.sportsidioten.no/resultater/menn-bedrift-holmenkollstafetten-2024/
2024,menn bedrift,39,,COWI BIL Oslo 3 (),1:10:03,4203.0,https://www.sportsidioten.no/resultater/menn-bedrift-holmenkollstafetten-2024/
2024,menn bedrift,40,,Anna Asset Management (),1:10:03,4203.0,https://www.sportsidioten.no/resultater/menn-bedrift-holmenkollstafetten-2024/
2024,menn bedrift,41,,Pareto Securities 2 (),1:10:06,4206.0,https://www.sportsidioten.no/resultater/menn-bedrift-holmenkollstafetten-2024/
2024,menn bedrift,42,,Nokas (),1:10:09,4209.0,https://www.sportsidioten.no/resultater/menn-bedrift-holmenkollstafetten-2024/
2024,menn bedrift,43,,Team Welhaven (),1:10:47,4247.0,https://www.sportsidioten.no/resultater/menn-bedrift-holmenkollstafetten-2024/
2024,menn bedrift,44,,Novelda UWB Runners (),1:12:36,4356.0,https://www.sportsidioten.no/resultater/menn-bedrift-holmenkollstafetten-2024/
2024,menn bedrift,45,,Ball & Jekkert (),1:13:20,4400.0,https://www.sportsidioten.no/resultater/menn-bedrift-holmenkollstafetten-2024/
2024,menn bedrift,46,,Aprila Bank 2 (),1:14:08,4448.0,https://www.sportsidioten.no/resultater/menn-bedrift-holmenkollstafetten-2024/
2024,menn bedrift,47,,FLYT (),1:14:49,4489.0,https://www.sportsidioten.no/resultater/menn-bedrift-holmenkollstafetten-2024/
2024,menn bedrift,48,,Computas 2 (),1:14:56,4496.0,https://www.sportsidioten.no/resultater/menn-bedrift-holmenkollstafetten-2024/
2024,menn bedrift,49,,Intility M4 (),1:15:22,4522.0,https://www.sportsidioten.no/resultater/menn-bedrift-holmenkollstafetten-2024/
2024,menn bedrift,50,,GE HealhtCare 2 (),1:15:42,4542.0,https://www.sportsidioten.no/resultater/menn-bedrift-holmenkollstafetten-2024/
2024,menn bedrift,51,,Tømrermester Jo Morten Hagen (),1:15:45,4545.0,https://www.sportsidioten.no/resultater/menn-bedrift-holmenkollstafetten-2024/
2024,menn bedrift,52,,Haukeland Sykehus Idrettslag 1 (),1:15:47,4547.0,https://www.sportsidioten.no/resultater/menn-bedrift-holmenkollstafetten-2024/
2024,menn bedrift,53,,Eda Elektro Data Oslo AS (),1:15:48,4548.0,https://www.sportsidioten.no/resultater/menn-bedrift-holmenkollstafetten-2024/
2024,menn bedrift,54,,Magnat Center (),1:16:16,4576.0,https://www.sportsidioten.no/resultater/menn-bedrift-holmenkollstafetten-2024/
2024,menn bedrift,55,,COWI BIL Oslo 4 (),1:16:45,4605.0,https://www.sportsidioten.no/resultater/menn-bedrift-holmenkollstafetten-2024/
2024,menn bedrift,56,,Xledger 1 (),1:17:17,4637.0,https://www.sportsidioten.no/resultater/menn-bedrift-holmenkollstafetten-2024/
2024,menn bedrift,57,,OsloPlaza (),1:17:49,4669.0,https://www.sportsidioten.no/resultater/menn-bedrift-holmenkollstafetten-2024/
2024,menn bedrift,58,,Rystad Energy Oil (),1:18:00,4680.0,https://www.sportsidioten.no/resultater/menn-bedrift-holmenkollstafetten-2024/
2024,menn bedrift,59,,Eda Elrektro Data Romerike AS (),1:18:02,4682.0,https://www.sportsidioten.no/resultater/menn-bedrift-holmenkollstafetten-2024/
2024,menn bedrift,60,,Kinver AS (),1:18:04,4684.0,https://www.sportsidioten.no/resultater/menn-bedrift-holmenkollstafetten-2024/
2024,menn bedrift,61,,Kongsberg Discovery 1 (),1:18:21,4701.0,https://www.sportsidioten.no/resultater/menn-bedrift-holmenkollstafetten-2024/
2024,menn bedrift,62,,Team Pon (),1:18:34,4714.0,https://www.sportsidioten.no/resultater/menn-bedrift-holmenkollstafetten-2024/
2024,menn bedrift,63,,Rørleggerhuset 2024 (),1:19:15,4755.0,https://www.sportsidioten.no/resultater/menn-bedrift-holmenkollstafetten-2024/
2024,menn bedrift,64,,Romerike Elektro (),1:20:33,4833.0,https://www.sportsidioten.no/resultater/menn-bedrift-holmenkollstafetten-2024/
2024,menn bedrift,65,,Team Rørteft AS (),1:20:51,4851.0,https://www.sportsidioten.no/resultater/menn-bedrift-holmenkollstafetten-2024/
2024,menn bedrift,66,,ENS (),1:21:48,4908.0,https://www.sportsidioten.no/resultater/menn-bedrift-holmenkollstafetten-2024/
2024,menn bedrift,67,,Intility M5 (),1:21:54,4914.0,https://www.sportsidioten.no/resultater/menn-bedrift-holmenkollstafetten-2024/
2024,menn bedrift,68,,Eker Design (),1:22:11,4931.0,https://www.sportsidioten.no/resultater/menn-bedrift-holmenkollstafetten-2024/
2024,menn bedrift,69,,Intility M3 (),1:22:17,4937.0,https://www.sportsidioten.no/resultater/menn-bedrift-holmenkollstafetten-2024/
2024,menn bedrift,70,,A/S Elektrisk (),1:22:18,4938.0,https://www.sportsidioten.no/resultater/menn-bedrift-holmenkollstafetten-2024/
2024,menn bedrift,71,,Statkraft Nore bil (),1:23:01,4981.0,https://www.sportsidioten.no/resultater/menn-bedrift-holmenkollstafetten-2024/
2024,menn bedrift,72,,Helse Midt-Norge RHF (),1:23:17,4997.0,https://www.sportsidioten.no/resultater/menn-bedrift-holmenkollstafetten-2024/
2024,menn bedrift,73,,Eker Werks (),1:23:18,4998.0,https://www.sportsidioten.no/resultater/menn-bedrift-holmenkollstafetten-2024/
2024,menn bedrift,74,,EmLogic (),1:23:25,5005.0,https://www.sportsidioten.no/resultater/menn-bedrift-holmenkollstafetten-2024/
2024,menn bedrift,75,,Bane NOR 2 (),1:23:44,5024.0,https://www.sportsidioten.no/resultater/menn-bedrift-holmenkollstafetten-2024/
2024,menn bedrift,76,,Muribø AS (),1:23:51,5031.0,https://www.sportsidioten.no/resultater/menn-bedrift-holmenkollstafetten-2024/
2024,menn bedrift,77,,De raske menn fra Lambertseter (),1:25:18,5118.0,https://www.sportsidioten.no/resultater/menn-bedrift-holmenkollstafetten-2024/
2024,menn bedrift,78,,Norsk Byggtjeneste AS (),1:25:47,5147.0,https://www.sportsidioten.no/resultater/menn-bedrift-holmenkollstafetten-2024/
2024,menn bedrift,79,,Røhneselmer AS avd. Lillestrøm (),1:27:03,5223.0,https://www.sportsidioten.no/resultater/menn-bedrift-holmenkollstafetten-2024/
2024,menn bedrift,80,,Team Memo (),1:28:13,5293.0,https://www.sportsidioten.no/resultater/menn-bedrift-holmenkollstafetten-2024/
2024,menn bedrift,81,,Øvre Romerike Brann og Redning (),1:29:53,5393.0,https://www.sportsidioten.no/resultater/menn-bedrift-holmenkollstafetten-2024/
2024,menn bedrift,82,,Møller Bil Kalbakken (),1:32:32,5552.0,https://www.sportsidioten.no/resultater/menn-bedrift-holmenkollstafetten-2024/
2024,menn bedrift,83,,marlink Eik teleport (),1:33:26,5606.0,https://www.sportsidioten.no/resultater/menn-bedrift-holmenkollstafetten-2024/
2024,menn bedrift,84,,Team Onepark (),1:35:00,5700.0,https://www.sportsidioten.no/resultater/menn-bedrift-holmenkollstafetten-2024/
2024,menn elite,1,,Ullensaker/Kisa IL Friidrett (),0:49:16,2956.0,https://www.sportsidioten.no/resultater/menn-elite-holmenkollstafetten-2024/
2024,menn elite,2,,Hälle IF (),0:49:53,2993.0,https://www.sportsidioten.no/resultater/menn-elite-holmenkollstafetten-2024/
2024,menn elite,3,,Idrottslaget Gular (),0:50:02,3002.0,https://www.sportsidioten.no/resultater/menn-elite-holmenkollstafetten-2024/
2024,menn elite,4,,SK Vidar 1 (),0:50:36,3036.0,https://www.sportsidioten.no/resultater/menn-elite-holmenkollstafetten-2024/
2024,menn elite,5,,IL i BUL (),0:51:21,3081.0,https://www.sportsidioten.no/resultater/menn-elite-holmenkollstafetten-2024/
2024,menn elite,6,,IK Tjalve (),0:51:26,3086.0,https://www.sportsidioten.no/resultater/menn-elite-holmenkollstafetten-2024/
2024,menn elite,7,,IL Gneist – Friidrett 1 (),0:51:30,3090.0,https://www.sportsidioten.no/resultater/menn-elite-holmenkollstafetten-2024/
2024,menn elite,8,,Jølster IL (),0:51:49,3109.0,https://www.sportsidioten.no/resultater/menn-elite-holmenkollstafetten-2024/
2024,menn elite,9,,Mosvik IL Friidrett (),0:52:48,3168.0,https://www.sportsidioten.no/resultater/menn-elite-holmenkollstafetten-2024/
2024,menn elite,10,,Varegg Fleridrett (),0:52:58,3178.0,https://www.sportsidioten.no/resultater/menn-elite-holmenkollstafetten-2024/
2024,menn elite,11,,IL Heming (),0:53:00,3180.0,https://www.sportsidioten.no/resultater/menn-elite-holmenkollstafetten-2024/
2024,menn elite,12,,SK Vidar 2 (),0:53:03,3183.0,https://www.sportsidioten.no/resultater/menn-elite-holmenkollstafetten-2024/
2024,menn elite,13,,Svorkmo N.O.I. (),0:53:07,3187.0,https://www.sportsidioten.no/resultater/menn-elite-holmenkollstafetten-2024/
2024,menn elite,14,,Kjelsås Langrenn (),0:54:00,3240.0,https://www.sportsidioten.no/resultater/menn-elite-holmenkollstafetten-2024/
2024,menn elite,15,,IF Kamp/Vestheim (),0:54:34,3274.0,https://www.sportsidioten.no/resultater/menn-elite-holmenkollstafetten-2024/
2024,menn elite,16,,RINDAL IL (),0:55:46,3346.0,https://www.sportsidioten.no/resultater/menn-elite-holmenkollstafetten-2024/
2024,menn elite,17,,FIK Ren-Eng (),0:55:51,3351.0,https://www.sportsidioten.no/resultater/menn-elite-holmenkollstafetten-2024/
2024,menn elite,18,,Strindheim (),0:56:01,3361.0,https://www.sportsidioten.no/resultater/menn-elite-holmenkollstafetten-2024/
2024,menn elite,19,,LYN SKI 1 (),0:56:29,3389.0,https://www.sportsidioten.no/resultater/menn-elite-holmenkollstafetten-2024/
2024,menn junior,1,,FIK Ren-Eng (),0:53:50,3230.0,https://www.sportsidioten.no/resultater/menn-junior-holmenkollstafetten-2024/
2024,menn junior,2,,Ullensaker/Kisa Friidrett (),0:54:38,3278.0,https://www.sportsidioten.no/resultater/menn-junior-holmenkollstafetten-2024/
2024,menn junior,3,,Nittedal IL (),0:56:55,3415.0,https://www.sportsidioten.no/resultater/menn-junior-holmenkollstafetten-2024/
2024,menn junior,4,,IL Gneist – Friidrett 2 (),0:57:23,3443.0,https://www.sportsidioten.no/resultater/menn-junior-holmenkollstafetten-2024/
2024,menn junior,5,,Jølster IL (),0:58:52,3532.0,https://www.sportsidioten.no/resultater/menn-junior-holmenkollstafetten-2024/
2024,menn junior,6,,Step Forward Stockholm (),0:58:55,3535.0,https://www.sportsidioten.no/resultater/menn-junior-holmenkollstafetten-2024/
2024,menn junior,7,,Wangkers (),0:59:52,3592.0,https://www.sportsidioten.no/resultater/menn-junior-holmenkollstafetten-2024/
2024,menn junior,8,,Heming Langrenn Junior (),1:00:09,3609.0,https://www.sportsidioten.no/resultater/menn-junior-holmenkollstafetten-2024/
2024,menn junior,9,,Ullensaker/Kisa IL Friidrett (),1:00:32,3632.0,https://www.sportsidioten.no/resultater/menn-junior-holmenkollstafetten-2024/
2024,menn junior,10,,Team Grenland ski (),1:00:45,3645.0,https://www.sportsidioten.no/resultater/menn-junior-holmenkollstafetten-2024/
2024,menn junior,11,,IK Tjalve (),1:01:02,3662.0,https://www.sportsidioten.no/resultater/menn-junior-holmenkollstafetten-2024/
2024,menn junior,12,,Step Forward Stockholm lag (),1:01:04,3664.0,https://www.sportsidioten.no/resultater/menn-junior-holmenkollstafetten-2024/
2024,menn senior,1,,Lillehammer idrettsforening (),0:53:06,3186.0,https://www.sportsidioten.no/resultater/menn-senior-holmenkollstafetten-2024/
2024,menn senior,2,,Namdal Løpeklubb (),0:53:54,3234.0,https://www.sportsidioten.no/resultater/menn-senior-holmenkollstafetten-2024/
2024,menn senior,3,,Steinkjer Friidrettsklubb (),0:53:57,3237.0,https://www.sportsidioten.no/resultater/menn-senior-holmenkollstafetten-2024/
2024,menn senior,4,,spirit friidrett (),0:54:31,3271.0,https://www.sportsidioten.no/resultater/menn-senior-holmenkollstafetten-2024/
2024,menn senior,5,,Ullensaker/Kisa Friidrett (),0:54:38,3278.0,https://www.sportsidioten.no/resultater/menn-senior-holmenkollstafetten-2024/
2024,menn senior,6,,SK Vidar MS 1 (),0:54:38,3278.0,https://www.sportsidioten.no/resultater/menn-senior-holmenkollstafetten-2024/
2024,menn senior,7,,IK Hind (),0:55:45,3345.0,https://www.sportsidioten.no/resultater/menn-senior-holmenkollstafetten-2024/
2024,menn senior,8,,Friidrettsklubben Orion (),0:55:49,3349.0,https://www.sportsidioten.no/resultater/menn-senior-holmenkollstafetten-2024/
2024,menn senior,9,,Hommelvik IL (),0:55:57,3357.0,https://www.sportsidioten.no/resultater/menn-senior-holmenkollstafetten-2024/
2024,menn senior,10,,Bromma IL (),0:56:05,3365.0,https://www.sportsidioten.no/resultater/menn-senior-holmenkollstafetten-2024/
2024,menn senior,11,,Førde Friidrett (),0:56:27,3387.0,https://www.sportsidioten.no/resultater/menn-senior-holmenkollstafetten-2024/
2024,menn senior,12,,Rustad IL 2 (),0:56:29,3389.0,https://www.sportsidioten.no/resultater/menn-senior-holmenkollstafetten-2024/
2024,menn senior,13,,Oppegård IL Menn Senior (),0:56:45,3405.0,https://www.sportsidioten.no/resultater/menn-senior-holmenkollstafetten-2024/
2024,menn senior,14,,Tyrving Friidrett (),0:56:49,3409.0,https://www.sportsidioten.no/resultater/menn-senior-holmenkollstafetten-2024/
2024,menn senior,15,,Asker Skiklubb (),0:57:40,3460.0,https://www.sportsidioten.no/resultater/menn-senior-holmenkollstafetten-2024/
2024,menn senior,16,,SK Vidar MS 2 (),0:57:45,3465.0,https://www.sportsidioten.no/resultater/menn-senior-holmenkollstafetten-2024/
2024,menn senior,17,,Brandbu IF (),0:57:58,3478.0,https://www.sportsidioten.no/resultater/menn-senior-holmenkollstafetten-2024/
2024,menn senior,18,,HSIL Langrenn (),0:58:34,3514.0,https://www.sportsidioten.no/resultater/menn-senior-holmenkollstafetten-2024/
2024,menn senior,19,,Røldal IL (),0:58:39,3519.0,https://www.sportsidioten.no/resultater/menn-senior-holmenkollstafetten-2024/
2024,menn senior,20,,Sylling IF (),0:58:57,3537.0,https://www.sportsidioten.no/resultater/menn-senior-holmenkollstafetten-2024/
2024,menn senior,21,,spirit friidrett (),0:59:14,3554.0,https://www.sportsidioten.no/resultater/menn-senior-holmenkollstafetten-2024/
2024,menn senior,22,,Bøler IF Friidrett (),0:59:39,3579.0,https://www.sportsidioten.no/resultater/menn-senior-holmenkollstafetten-2024/
2024,menn senior,23,,Modum friidrettsklubb (),0:59:59,3599.0,https://www.sportsidioten.no/resultater/menn-senior-holmenkollstafetten-2024/
2024,menn senior,24,,Ringerike Friidrettsklubb (),1:00:04,3604.0,https://www.sportsidioten.no/resultater/menn-senior-holmenkollstafetten-2024/
2024,menn senior,25,,Aurskog-Høland Friidrettslag (),1:00:04,3604.0,https://www.sportsidioten.no/resultater/menn-senior-holmenkollstafetten-2024/
2024,menn senior,26,,Svorkmo N.O.I. 2 (),1:00:12,3612.0,https://www.sportsidioten.no/resultater/menn-senior-holmenkollstafetten-2024/
2024,menn senior,27,,Lillehammer 1990 Elite (),1:00:57,3657.0,https://www.sportsidioten.no/resultater/menn-senior-holmenkollstafetten-2024/
2024,menn senior,28,,Undheim IL (),1:01:35,3695.0,https://www.sportsidioten.no/resultater/menn-senior-holmenkollstafetten-2024/
2024,menn senior,29,,Spydeberg il (),1:01:49,3709.0,https://www.sportsidioten.no/resultater/menn-senior-holmenkollstafetten-2024/
2024,menn senior,30,,Ås IL MS (),1:02:02,3722.0,https://www.sportsidioten.no/resultater/menn-senior-holmenkollstafetten-2024/
2024,menn senior,31,,SK Vidar MS 3 (),1:02:04,3724.0,https://www.sportsidioten.no/resultater/menn-senior-holmenkollstafetten-2024/
2024,menn senior,32,,LYN SKI 2 (),1:02:59,3779.0,https://www.sportsidioten.no/resultater/menn-senior-holmenkollstafetten-2024/
2024,menn senior,33,,Lalm idrettslag (),1:03:04,3784.0,https://www.sportsidioten.no/resultater/menn-senior-holmenkollstafetten-2024/
2024,menn senior,34,,GTI Friidrettsklubb (),1:03:54,3834.0,https://www.sportsidioten.no/resultater/menn-senior-holmenkollstafetten-2024/
2024,menn senior,35,,Sigdal Friidrettsklubb (),1:04:05,3845.0,https://www.sportsidioten.no/resultater/menn-senior-holmenkollstafetten-2024/
2024,menn senior,36,,Øyer-Tretten IF (),1:04:35,3875.0,https://www.sportsidioten.no/resultater/menn-senior-holmenkollstafetten-2024/
2024,menn senior,37,,Spirit friidrett 3.lag (),1:05:01,3901.0,https://www.sportsidioten.no/resultater/menn-senior-holmenkollstafetten-2024/
2024,menn senior,38,,Bjerkreim IL (),1:05:07,3907.0,https://www.sportsidioten.no/resultater/menn-senior-holmenkollstafetten-2024/
2024,menn senior,39,,GTI Friidrettsklubb (),1:15:15,4515.0,https://www.sportsidioten.no/resultater/menn-senior-holmenkollstafetten-2024/
2024,menn studenter,1,,OSI Friidrett 1 (),0:55:51,3351.0,https://www.sportsidioten.no/resultater/menn-studenter-holmenkollstafetten-2024/
2024,menn studenter,2,,Placebo Løpeklubb (),0:57:24,3444.0,https://www.sportsidioten.no/resultater/menn-studenter-holmenkollstafetten-2024/
2024,menn studenter,3,,Lovstafetten Oslo 1 (),0:58:21,3501.0,https://www.sportsidioten.no/resultater/menn-studenter-holmenkollstafetten-2024/
2024,menn studenter,4,,Idrettsvitenskap Hinn (),1:02:34,3754.0,https://www.sportsidioten.no/resultater/menn-studenter-holmenkollstafetten-2024/
2024,menn studenter,5,,Løpegruppa Ottar (),1:03:29,3809.0,https://www.sportsidioten.no/resultater/menn-studenter-holmenkollstafetten-2024/
2024,menn studenter,6,,NMBUI Langrenn (),1:08:19,4099.0,https://www.sportsidioten.no/resultater/menn-studenter-holmenkollstafetten-2024/
2024,menn studenter,7,,Harene (),1:08:38,4118.0,https://www.sportsidioten.no/resultater/menn-studenter-holmenkollstafetten-2024/
2024,menn studenter,8,,Shippingutvalget BI 1 (),1:09:46,4186.0,https://www.sportsidioten.no/resultater/menn-studenter-holmenkollstafetten-2024/
2024,menn studenter,9,,De sollandske helte (),1:10:38,4238.0,https://www.sportsidioten.no/resultater/menn-studenter-holmenkollstafetten-2024/
2024,menn studenter,10,,Liedon lukio 1 (),1:11:52,4312.0,https://www.sportsidioten.no/resultater/menn-studenter-holmenkollstafetten-2024/
2024,menn studenter,11,,Team Fagskolen Oslo (),1:11:56,4316.0,https://www.sportsidioten.no/resultater/menn-studenter-holmenkollstafetten-2024/
2024,menn studenter,12,,Liedon lukio 2 (),1:24:11,5051.0,https://www.sportsidioten.no/resultater/menn-studenter-holmenkollstafetten-2024/
2024,menn superveteran,1,,Undheim IL (),1:01:47,3707.0,https://www.sportsidioten.no/resultater/menn-superveteran-holmenkollstafetten-2024/
2024,menn superveteran,2,,Sportsklubben Vidar (),1:02:34,3754.0,https://www.sportsidioten.no/resultater/menn-superveteran-holmenkollstafetten-2024/
2024,menn superveteran,3,,Ullensaker/Kisa IL Friidrett (),1:03:28,3808.0,https://www.sportsidioten.no/resultater/menn-superveteran-holmenkollstafetten-2024/
2024,menn veteran bedrift,1,,EY Menn veteran (),1:03:02,3782.0,https://www.sportsidioten.no/resultater/menn-veteran-bedrift-holmenkollstafetten-2024/
2024,menn veteran bedrift,2,,DNB BIL 2 (),1:07:53,4073.0,https://www.sportsidioten.no/resultater/menn-veteran-bedrift-holmenkollstafetten-2024/
2024,menn veteran bedrift,3,,dormakaba (),1:22:35,4955.0,https://www.sportsidioten.no/resultater/menn-veteran-bedrift-holmenkollstafetten-2024/
2024,menn veteran bedrift,4,,Smith&Nephew (),1:33:58,5638.0,https://www.sportsidioten.no/resultater/menn-veteran-bedrift-holmenkollstafetten-2024/
2024,menn veteran,1,,spirit friidrett (),0:59:06,3546.0,https://www.sportsidioten.no/resultater/menn-veteran-holmenkollstafetten-2024/
2024,menn veteran,2,,Heming Veteran (),1:00:23,3623.0,https://www.sportsidioten.no/resultater/menn-veteran-holmenkollstafetten-2024/
2024,menn veteran,3,,Slevik Idrettslag (),1:00:25,3625.0,https://www.sportsidioten.no/resultater/menn-veteran-holmenkollstafetten-2024/
2024,menn veteran,4,,IL i BUL (),1:02:14,3734.0,https://www.sportsidioten.no/resultater/menn-veteran-holmenkollstafetten-2024/
2024,menn veteran,5,,Ullensaker/Kisa Friidrett (),1:02:18,3738.0,https://www.sportsidioten.no/resultater/menn-veteran-holmenkollstafetten-2024/
2024,menn veteran,6,,Namdal løpeklubb (),1:02:45,3765.0,https://www.sportsidioten.no/resultater/menn-veteran-holmenkollstafetten-2024/
2024,menn veteran,7,,Lillehammer Idrettsforening (),1:03:44,3824.0,https://www.sportsidioten.no/resultater/menn-veteran-holmenkollstafetten-2024/
2024,menn veteran,8,,Ås IL MS (),1:09:50,4190.0,https://www.sportsidioten.no/resultater/menn-veteran-holmenkollstafetten-2024/
2024,militaere forlegninger,1,,Forsvarets høgskole (),0:58:12,3492.0,https://www.sportsidioten.no/resultater/militaere-forlegninger-holmenkollstafetten-2024/
2024,militaere forlegninger,2,,Sleipner Express 1 (),1:00:38,3638.0,https://www.sportsidioten.no/resultater/militaere-forlegninger-holmenkollstafetten-2024/
2024,militaere forlegninger,3,,Hans Majestet Kongens Garde (),1:01:35,3695.0,https://www.sportsidioten.no/resultater/militaere-forlegninger-holmenkollstafetten-2024/
2024,militaere forlegninger,4,,BFBN (),1:01:39,3699.0,https://www.sportsidioten.no/resultater/militaere-forlegninger-holmenkollstafetten-2024/
2024,militaere forlegninger,5,,Jegerbataljon (),1:01:57,3717.0,https://www.sportsidioten.no/resultater/militaere-forlegninger-holmenkollstafetten-2024/
2024,militaere forlegninger,6,,Krigsskolen 1 (),1:02:07,3727.0,https://www.sportsidioten.no/resultater/militaere-forlegninger-holmenkollstafetten-2024/
2024,militaere forlegninger,7,,Forsvarsmateriell LAND 1 (),1:03:15,3795.0,https://www.sportsidioten.no/resultater/militaere-forlegninger-holmenkollstafetten-2024/
2024,militaere forlegninger,8,,Rexim 027 1 (),1:03:56,3836.0,https://www.sportsidioten.no/resultater/militaere-forlegninger-holmenkollstafetten-2024/
2024,militaere forlegninger,9,,HSRF (),1:06:08,3968.0,https://www.sportsidioten.no/resultater/militaere-forlegninger-holmenkollstafetten-2024/
2024,militaere forlegninger,10,,Mix Cyberkrigere (),1:07:42,4062.0,https://www.sportsidioten.no/resultater/militaere-forlegninger-holmenkollstafetten-2024/
2024,militaere forlegninger,11,,Wild Weasels (),1:08:07,4087.0,https://www.sportsidioten.no/resultater/militaere-forlegninger-holmenkollstafetten-2024/
2024,militaere forlegninger,12,,Sleipner Express 2 (),1:08:11,4091.0,https://www.sportsidioten.no/resultater/militaere-forlegninger-holmenkollstafetten-2024/
2024,militaere forlegninger,13,,Setertun Consulting (),1:09:13,4153.0,https://www.sportsidioten.no/resultater/militaere-forlegninger-holmenkollstafetten-2024/
2024,militaere forlegninger,14,,Krigsskolen 2 (),1:09:15,4155.0,https://www.sportsidioten.no/resultater/militaere-forlegninger-holmenkollstafetten-2024/
2024,militaere forlegninger,15,,Forsvarsmateriell LUFT 1 (),1:11:40,4300.0,https://www.sportsidioten.no/resultater/militaere-forlegninger-holmenkollstafetten-2024/
2024,militaere forlegninger,16,,show running-config (),1:12:47,4367.0,https://www.sportsidioten.no/resultater/militaere-forlegninger-holmenkollstafetten-2024/
2024,militaere forlegninger,17,,Derby IL (),1:13:07,4387.0,https://www.sportsidioten.no/resultater/militaere-forlegninger-holmenkollstafetten-2024/
2024,militaere forlegninger,18,,BS (),1:13:26,4406.0,https://www.sportsidioten.no/resultater/militaere-forlegninger-holmenkollstafetten-2024/
2024,militaere forlegninger,19,,Skadatroppen (),1:13:32,4412.0,https://www.sportsidioten.no/resultater/militaere-forlegninger-holmenkollstafetten-2024/
2024,militaere forlegninger,20,,Transportkompaniet (),1:13:38,4418.0,https://www.sportsidioten.no/resultater/militaere-forlegninger-holmenkollstafetten-2024/
2024,militaere forlegninger,21,,Rexim 027 2 (),1:14:16,4456.0,https://www.sportsidioten.no/resultater/militaere-forlegninger-holmenkollstafetten-2024/
2024,militaere forlegninger,22,,Mestringsløperne (),1:14:55,4495.0,https://www.sportsidioten.no/resultater/militaere-forlegninger-holmenkollstafetten-2024/
2024,militaere forlegninger,23,,Forsvarsdepartementet 1 (),1:15:31,4531.0,https://www.sportsidioten.no/resultater/militaere-forlegninger-holmenkollstafetten-2024/
2024,militaere forlegninger,24,,Forsvarsmateriell IKT 1 (),1:15:35,4535.0,https://www.sportsidioten.no/resultater/militaere-forlegninger-holmenkollstafetten-2024/
2024,militaere forlegninger,25,,Sambandsavdeling Innlandet (),1:15:44,4544.0,https://www.sportsidioten.no/resultater/militaere-forlegninger-holmenkollstafetten-2024/
2024,militaere forlegninger,26,,Team Gardermoen 2 (),1:16:04,4564.0,https://www.sportsidioten.no/resultater/militaere-forlegninger-holmenkollstafetten-2024/
2024,militaere forlegninger,27,,Forsvarsstaben (),1:16:04,4564.0,https://www.sportsidioten.no/resultater/militaere-forlegninger-holmenkollstafetten-2024/
2024,militaere forlegninger,28,,Team Gardermoen 1 (),1:16:08,4568.0,https://www.sportsidioten.no/resultater/militaere-forlegninger-holmenkollstafetten-2024/
2024,militaere forlegninger,29,,Forsvarsdepartementet 2 (),1:16:09,4569.0,https://www.sportsidioten.no/resultater/militaere-forlegninger-holmenkollstafetten-2024/
2024,militaere forlegninger,30,,HSRF CMT (),1:16:13,4573.0,https://www.sportsidioten.no/resultater/militaere-forlegninger-holmenkollstafetten-2024/
2024,militaere forlegninger,31,,Forsvarsmateriell STAB 1 (),1:17:20,4640.0,https://www.sportsidioten.no/resultater/militaere-forlegninger-holmenkollstafetten-2024/
2024,militaere forlegninger,32,,Sanitetsregimentet (),1:17:29,4649.0,https://www.sportsidioten.no/resultater/militaere-forlegninger-holmenkollstafetten-2024/
2024,militaere forlegninger,33,,Andøya flystasjon (),1:17:54,4674.0,https://www.sportsidioten.no/resultater/militaere-forlegninger-holmenkollstafetten-2024/
2024,militaere forlegninger,34,,Forsvaret kommunikasjon (),1:18:05,4685.0,https://www.sportsidioten.no/resultater/militaere-forlegninger-holmenkollstafetten-2024/
2024,militaere forlegninger,35,,Hærstaben (),1:18:36,4716.0,https://www.sportsidioten.no/resultater/militaere-forlegninger-holmenkollstafetten-2024/
